"기준년월","국가코드","HSK품목코드","수출입구분코드","수출입구분명","국가명","경제권명","수산물수출입품목명","당월수출입중량(킬로그램)","당월수출입미화금액(달러)","당해누계수출입중량(킬로그램)","당해누계수출입미화금액(달러)","데이터기준일자"
"2025-07","AE","0106199000","E","수출","아랍에미리트연합","걸프협력회의","기타 포유동물","7","186","21","458","2025-07-31"
"2025-07","AE","0301998000","E","수출","아랍에미리트연합","걸프협력회의","넙치(활어)","572","14478","5180","134788","2025-07-31"
"2025-07","AE","0303320000","E","수출","아랍에미리트연합","걸프협력회의","가자미(플루로넥테스 플라테사)","0","0","33","381","2025-07-31"
"2025-07","AE","0303599000","E","수출","아랍에미리트연합","걸프협력회의","기타","0","0","27","391","2025-07-31"
"2025-07","AE","0303892000","E","수출","아랍에미리트연합","걸프협력회의","갈치(냉동)","0","0","21","190","2025-07-31"
"2025-07","AE","0303899060","E","수출","아랍에미리트연합","걸프협력회의","아귀(냉동)","250","722","250","722","2025-07-31"
"2025-07","AE","0304895000","E","수출","아랍에미리트연합","걸프협력회의","고등어의것(냉동한 것)","0","0","142","2649","2025-07-31"
"2025-07","AE","0304899000","E","수출","아랍에미리트연합","걸프협력회의","기타어류의 기타(냉동한 피레트)","0","0","31","773","2025-07-31"
"2025-07","AE","0304999000","E","수출","아랍에미리트연합","걸프협력회의","기타 냉동연육 외 기타","0","0","56","408","2025-07-31"
"2025-07","AE","0305204010","E","수출","아랍에미리트연합","걸프협력회의","어란(명태/염장,염수장)","0","0","40","1186","2025-07-31"
"2025-07","AE","0305491000","E","수출","아랍에미리트연합","걸프협력회의","멸치(훈제/피레트포함)","0","0","28","232","2025-07-31"
"2025-07","AE","0305531000","E","수출","아랍에미리트연합","걸프협력회의","기타 어류(건조)","250","1375","281","4731","2025-07-31"
"2025-07","AE","0305541000","E","수출","아랍에미리트연합","걸프협력회의","멸치[엔그라울리스(Engraulis)종]","0","0","30","653","2025-07-31"
"2025-07","AE","0306142000","E","수출","아랍에미리트연합","걸프협력회의","왕게(냉동)","11990","497525","18989","808837","2025-07-31"
"2025-07","AE","0306143090","E","수출","아랍에미리트연합","걸프협력회의","꽃게(냉동한 것) 기타","0","0","53","304","2025-07-31"
"2025-07","AE","0306149090","E","수출","아랍에미리트연합","걸프협력회의","갑각류 기타(냉동한 것)(훈제한것 외 기타)","0","0","5","94","2025-07-31"
"2025-07","AE","0306332000","E","수출","아랍에미리트연합","걸프협력회의","대게","0","0","140","3041","2025-07-31"
"2025-07","AE","0306339000","E","수출","아랍에미리트연합","걸프협력회의","게(기타)","532","25534","10146","598698","2025-07-31"
"2025-07","AE","0306959030","E","수출","아랍에미리트연합","걸프협력회의","염장이나 염수장한 것","0","0","120","552","2025-07-31"
"2025-07","AE","0307119000","E","수출","아랍에미리트연합","걸프협력회의","굴치패 기타(산 것 신선 또는 냉장한 것)","0","0","484","3074","2025-07-31"
"2025-07","AE","0307120000","E","수출","아랍에미리트연합","걸프협력회의","냉동한 것","0","0","1076","12452","2025-07-31"
"2025-07","AE","0307432090","E","수출","아랍에미리트연합","걸프협력회의","기타","0","0","292","1727","2025-07-31"
"2025-07","AE","0307493010","E","수출","아랍에미리트연합","걸프협력회의","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","0","0","30","2464","2025-07-31"
"2025-07","AE","0307493090","E","수출","아랍에미리트연합","걸프협력회의","기타","0","0","30","749","2025-07-31"
"2025-07","AE","0307522000","E","수출","아랍에미리트연합","걸프협력회의","낙지","0","0","435","2909","2025-07-31"
"2025-07","AE","0307523000","E","수출","아랍에미리트연합","걸프협력회의","쭈꾸미","0","0","16","2822","2025-07-31"
"2025-07","AE","0307729000","E","수출","아랍에미리트연합","걸프협력회의","기타","0","0","172","1081","2025-07-31"
"2025-07","AE","0307810000","E","수출","아랍에미리트연합","걸프협력회의","전복(산 것 신선 또는 냉장한 것)","0","0","24","446","2025-07-31"
"2025-07","AE","0307830000","E","수출","아랍에미리트연합","걸프협력회의","냉동한 전복[할리오티스(Haliotis)종]","0","0","12","282","2025-07-31"
"2025-07","AE","1212211010","E","수출","아랍에미리트연합","걸프협력회의","김(건조한 것)(식용의 것)","0","0","4524","165414","2025-07-31"
"2025-07","AE","1212211090","E","수출","아랍에미리트연합","걸프협력회의","김(기타)(식용의 것)","0","0","1615","8663","2025-07-31"
"2025-07","AE","1212212010","E","수출","아랍에미리트연합","걸프협력회의","미역(건조한 것)(식용의 것)","112","2837","891","19124","2025-07-31"
"2025-07","AE","1212212020","E","수출","아랍에미리트연합","걸프협력회의","미역(염장한 것)(식용의 것)","0","0","84","110","2025-07-31"
"2025-07","AE","1212212090","E","수출","아랍에미리트연합","걸프협력회의","미역(기타)(식용의 것)","0","0","60","232","2025-07-31"
"2025-07","AE","1212215090","E","수출","아랍에미리트연합","걸프협력회의","다시마(기타)(식용의 것)","0","0","31","517","2025-07-31"
"2025-07","AE","1603004000","E","수출","아랍에미리트연합","걸프협력회의","어류의즙","360","616","600","1032","2025-07-31"
"2025-07","AE","1604141011","E","수출","아랍에미리트연합","걸프협력회의","다랭이(기름담금)","220","1854","1711","15251","2025-07-31"
"2025-07","AE","1604141019","E","수출","아랍에미리트연합","걸프협력회의","다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","0","0","486","3182","2025-07-31"
"2025-07","AE","1604141039","E","수출","아랍에미리트연합","걸프협력회의","버니토우(기타)","0","0","369","4241","2025-07-31"
"2025-07","AE","1604149000","E","수출","아랍에미리트연합","걸프협력회의","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","0","0","36","274","2025-07-31"
"2025-07","AE","1604151000","E","수출","아랍에미리트연합","걸프협력회의","고등어(조제/밀폐용기에 넣은 것)","0","0","29","110","2025-07-31"
"2025-07","AE","1604159000","E","수출","아랍에미리트연합","걸프협력회의","고등어(조제/밀폐용기에 넣은 것 이외 기타)","0","0","51","508","2025-07-31"
"2025-07","AE","1604161000","E","수출","아랍에미리트연합","걸프협력회의","멸치(조제/밀폐용기에 넣은 것)","0","0","10","293","2025-07-31"
"2025-07","AE","1604169000","E","수출","아랍에미리트연합","걸프협력회의","전갱이(조제/밀폐용기에 넣은 것 이외 기타)","0","0","178","3190","2025-07-31"
"2025-07","AE","1604199090","E","수출","아랍에미리트연합","걸프협력회의","어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)","72","1033","72","1033","2025-07-31"
"2025-07","AE","1604204010","E","수출","아랍에미리트연합","걸프협력회의","생선묵(게맛)","3367","11346","10913","36914","2025-07-31"
"2025-07","AE","1604204090","E","수출","아랍에미리트연합","걸프협력회의","생선묵(게맛의 것 이외 기타)","180","348","12767","29251","2025-07-31"
"2025-07","AE","1604209000","E","수출","아랍에미리트연합","걸프협력회의","어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)","0","0","2255","15681","2025-07-31"
"2025-07","AE","1604320000","E","수출","아랍에미리트연합","걸프협력회의","캐비아 대용물","0","0","30","603","2025-07-31"
"2025-07","AE","1605290000","E","수출","아랍에미리트연합","걸프협력회의","새우류(조제 또는 저장처리)","0","0","63","1426","2025-07-31"
"2025-07","AE","1605542010","E","수출","아랍에미리트연합","걸프협력회의","오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","0","0","228","3215","2025-07-31"
"2025-07","AE","1605542091","E","수출","아랍에미리트연합","걸프협력회의","조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","46","532","418","5923","2025-07-31"
"2025-07","AE","1605542099","E","수출","아랍에미리트연합","걸프협력회의","오징어 기타(조제 또는 저장처리)","0","0","75","1214","2025-07-31"
"2025-07","AE","1605550000","E","수출","아랍에미리트연합","걸프협력회의","문어, 기타조제저장처리문어(밀폐용기에넣은것 포함, 밀폐용기이외)","0","0","50","566","2025-07-31"
"2025-07","AE","1605591010","E","수출","아랍에미리트연합","걸프협력회의","골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","56","833","235","3195","2025-07-31"
"2025-07","AE","1605619000","E","수출","아랍에미리트연합","걸프협력회의","해삼(조제 또는 저장처리)기타","0","0","699","5908","2025-07-31"
"2025-07","AE","2008995010","E","수출","아랍에미리트연합","걸프협력회의","김","5712","256635","45094","1951097","2025-07-31"
"2025-07","AE","2008995090","E","수출","아랍에미리트연합","걸프협력회의","조제한 해조류 김 제외","6","267","1072","8584","2025-07-31"
"2025-07","AE","2104102000","E","수출","아랍에미리트연합","걸프협력회의","어류의 수우프, 브로드와 수우프 브로드 제조용 조제품","0","0","50","304","2025-07-31"
"2025-07","AE","2501001020","E","수출","아랍에미리트연합","걸프협력회의","천일염","0","0","1990","4799","2025-07-31"
"2025-07","AE","2501009010","E","수출","아랍에미리트연합","걸프협력회의","식염","484","8848","2023","34876","2025-07-31"
"2025-07","AE","2501009020","E","수출","아랍에미리트연합","걸프협력회의","순염화나트륨","0","0","20","52","2025-07-31"
"2025-07","AE","2501009090","E","수출","아랍에미리트연합","걸프협력회의","기타소금,해수","300","809","400","1258","2025-07-31"
"2025-07","AE","9601901090","E","수출","아랍에미리트연합","걸프협력회의","패각(기타)","1","0","1","0","2025-07-31"
"2025-07","AE","0106199000","I","수입","아랍에미리트연합","걸프협력회의","기타 포유동물","0","0","5","1744","2025-07-31"
"2025-07","AE","0302892000","I","수입","아랍에미리트연합","걸프협력회의","갈치(신선 또는 냉장)","0","0","1630","13568","2025-07-31"
"2025-07","AE","0303892000","I","수입","아랍에미리트연합","걸프협력회의","갈치(냉동)","0","0","174776","604442","2025-07-31"
"2025-07","AE","0307431090","I","수입","아랍에미리트연합","걸프협력회의","기타","0","0","9320","48682","2025-07-31"
"2025-07","AE","1504101000","I","수입","아랍에미리트연합","걸프협력회의","상어의 간유(肝油)와 그 분획물","0","0","1980","23899","2025-07-31"
"2025-07","AE","1504109000","I","수입","아랍에미리트연합","걸프협력회의","어류의간유,분획물(상어의간유","0","0","6","38","2025-07-31"
"2025-07","AE","2501001020","I","수입","아랍에미리트연합","걸프협력회의","천일염","0","0","0","3","2025-07-31"
"2025-07","AL","0307432010","E","수출","알바니아",,"옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","0","0","25350","99470","2025-07-31"
"2025-07","AL","1603004000","E","수출","알바니아",,"어류의즙","3","185","3","185","2025-07-31"
"2025-07","AL","1604204090","E","수출","알바니아",,"생선묵(게맛의 것 이외 기타)","17","67","17","67","2025-07-31"
"2025-07","AL","2008995010","E","수출","알바니아",,"김","234","1047","234","1047","2025-07-31"
"2025-07","AL","0303451000","I","수입","알바니아",,"대서양 참다랑어(냉동)(터너스 티너스)","0","0","3086","29933","2025-07-31"
"2025-07","AL","0303452000","I","수입","알바니아",,"태평양 참다랑어(냉동)(터너스 오리엔탈리스)","0","0","7178","79145","2025-07-31"
"2025-07","AL","0303899091","I","수입","알바니아",,"민어(냉동)","4348","21163","15854","63095","2025-07-31"
"2025-07","AL","0304871000","I","수입","알바니아",,"참다랑어(냉동한 피레트)","33120","766356","37825","909751","2025-07-31"
"2025-07","AL","0305639000","I","수입","알바니아",,"멸치(멸치젓 이외 기타/염장, 염수장)","0","0","37","399","2025-07-31"
"2025-07","AL","1604161000","I","수입","알바니아",,"멸치(조제/밀폐용기에 넣은 것)","432","9348","4832","121975","2025-07-31"
"2025-07","AL","1604169000","I","수입","알바니아",,"전갱이(조제/밀폐용기에 넣은 것 이외 기타)","2960","38839","16717","194438","2025-07-31"
"2025-07","AO","2008995010","E","수출","앙골라",,"김","1","6","1","6","2025-07-31"
"2025-07","AO","0303822000","I","수입","앙골라",,"홍어(냉동)","70200","72060","70200","72060","2025-07-31"
"2025-07","AO","0306171090","I","수입","앙골라",,"기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","0","0","19","1922","2025-07-31"
"2025-07","AQ","2501009090","I","수입","안타티카",,"기타소금,해수","0","0","1331","87","2025-07-31"
"2025-07","AR","0303592000","E","수출","아르헨티나","남미공동시장","꽁치[콜로라비스 사이라(Cololabis saira)]","0","0","192","1026","2025-07-31"
"2025-07","AR","0307994110","E","수출","아르헨티나","남미공동시장","골뱅이 (훈제한 것)(밀폐용기에 넣은 것)","0","0","48","724","2025-07-31"
"2025-07","AR","1212211010","E","수출","아르헨티나","남미공동시장","김(건조한 것)(식용의 것)","0","0","119","2693","2025-07-31"
"2025-07","AR","1212212010","E","수출","아르헨티나","남미공동시장","미역(건조한 것)(식용의 것)","72","1686","306","8264","2025-07-31"
"2025-07","AR","1604204090","E","수출","아르헨티나","남미공동시장","생선묵(게맛의 것 이외 기타)","20","578","3123","21387","2025-07-31"
"2025-07","AR","2008995010","E","수출","아르헨티나","남미공동시장","김","112","2227","1918","53799","2025-07-31"
"2025-07","AR","0106209000","I","수입","아르헨티나","남미공동시장","기타 파충류","0","0","30","6050","2025-07-31"
"2025-07","AR","0303540000","I","수입","아르헨티나","남미공동시장","고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)","0","0","23000","38194","2025-07-31"
"2025-07","AR","0303660000","I","수입","아르헨티나","남미공동시장","민대구(냉동)(메루키우스종 등 2종)","0","0","700","979","2025-07-31"
"2025-07","AR","0303821000","I","수입","아르헨티나","남미공동시장","가오리(냉동)","22960","100679","83050","385059","2025-07-31"
"2025-07","AR","0303822000","I","수입","아르헨티나","남미공동시장","홍어(냉동)","99650","479427","432996","2337817","2025-07-31"
"2025-07","AR","0303830000","I","수입","아르헨티나","남미공동시장","이빨고기(냉동)(디소스티쿠스종)","19437","200941","83047","778101","2025-07-31"
"2025-07","AR","0303899099","I","수입","아르헨티나","남미공동시장","기타어류(냉동)","216010","932011","1334025","6012581","2025-07-31"
"2025-07","AR","0303911000","I","수입","아르헨티나","남미공동시장","간","0","0","1500","4332","2025-07-31"
"2025-07","AR","0306161090","I","수입","아르헨티나","남미공동시장","냉수성 새우류(판달러스종,크란곤 크란곤)의 새우살(냉동한 것)(훈제한 것 외 기타)","0","0","4160","61116","2025-07-31"
"2025-07","AR","0306169090","I","수입","아르헨티나","남미공동시장","냉수성 새우류(판달러스종,크란곤 크란곤)기타(냉동한 것)(훈제한 것)","977","17561","2940","50310","2025-07-31"
"2025-07","AR","0306171090","I","수입","아르헨티나","남미공동시장","기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","28241","483294","257320","3940962","2025-07-31"
"2025-07","AR","0306179099","I","수입","아르헨티나","남미공동시장","기타","163855","1780107","1103936","11735115","2025-07-31"
"2025-07","AR","0307229000","I","수입","아르헨티나","남미공동시장","가리비과의조개(냉동)","0","0","5","277","2025-07-31"
"2025-07","AR","0307432010","I","수입","아르헨티나","남미공동시장","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","0","0","94076","383817","2025-07-31"
"2025-07","AR","0307432090","I","수입","아르헨티나","남미공동시장","기타","339263","1624510","2374579","8954829","2025-07-31"
"2025-07","AR","0307729000","I","수입","아르헨티나","남미공동시장","기타","0","0","7","285","2025-07-31"
"2025-07","AR","0307921000","I","수입","아르헨티나","남미공동시장","개아지살","0","0","1000","14498","2025-07-31"
"2025-07","AR","2301201000","I","수입","아르헨티나","남미공동시장","어류의 분.조분 및 펠리트","0","20","96000","110420","2025-07-31"
"2025-07","AR","2501009010","I","수입","아르헨티나","남미공동시장","식염","0","0","64925","52024","2025-07-31"
"2025-07","AR","2501009090","I","수입","아르헨티나","남미공동시장","기타소금,해수","0","0","1","4","2025-07-31"
"2025-07","AS","2301201000","I","수입","미령사모아",,"어류의 분.조분 및 펠리트","0","0","397976","476498","2025-07-31"
"2025-07","AT","0307830000","E","수출","오스트리아","유럽연합/경제협력개발기구","냉동한 전복[할리오티스(Haliotis)종]","1500","44350","1500","44350","2025-07-31"
"2025-07","AT","1212212010","E","수출","오스트리아","유럽연합/경제협력개발기구","미역(건조한 것)(식용의 것)","0","0","322","6663","2025-07-31"
"2025-07","AT","1212212020","E","수출","오스트리아","유럽연합/경제협력개발기구","미역(염장한 것)(식용의 것)","3000","4728","4640","7585","2025-07-31"
"2025-07","AT","1212215010","E","수출","오스트리아","유럽연합/경제협력개발기구","다시마(염장한 것)(식용의 것)","0","0","472","1510","2025-07-31"
"2025-07","AT","1212215090","E","수출","오스트리아","유럽연합/경제협력개발기구","다시마(기타)(식용의 것)","0","0","140","2452","2025-07-31"
"2025-07","AT","2008995010","E","수출","오스트리아","유럽연합/경제협력개발기구","김","207","10333","1868","84426","2025-07-31"
"2025-07","AT","2008995090","E","수출","오스트리아","유럽연합/경제협력개발기구","조제한 해조류 김 제외","0","0","4140","11546","2025-07-31"
"2025-07","AT","2501009010","E","수출","오스트리아","유럽연합/경제협력개발기구","식염","1050","1451","2700","4121","2025-07-31"
"2025-07","AT","2501001010","I","수입","오스트리아","유럽연합/경제협력개발기구","암염(岩鹽)","0","0","101","1800","2025-07-31"
"2025-07","AT","2501009010","I","수입","오스트리아","유럽연합/경제협력개발기구","식염","30406","41981","93406","107307","2025-07-31"
"2025-07","AT","2501009020","I","수입","오스트리아","유럽연합/경제협력개발기구","순염화나트륨","312000","97713","4704001","1421582","2025-07-31"
"2025-07","AT","2501009090","I","수입","오스트리아","유럽연합/경제협력개발기구","기타소금,해수","46965","71170","317807","446036","2025-07-31"
"2025-07","AU","0106199000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타 포유동물","35","5064","311","28799","2025-07-31"
"2025-07","AU","0302820000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","가오리와 홍어(라지대과)(신선 또는 냉장)","0","0","90","2776","2025-07-31"
"2025-07","AU","0303320000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","가자미(플루로넥테스 플라테사)","0","0","325","4493","2025-07-31"
"2025-07","AU","0303391000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타넙치류(냉동)","683","5692","1171","10685","2025-07-31"
"2025-07","AU","0303399000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타넙치류(냉동)","0","0","200","803","2025-07-31"
"2025-07","AU","0303540000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)","3540","39538","6140","65130","2025-07-31"
"2025-07","AU","0303591000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","삼치[스콤버로모러스(Scomberomorus)종]","0","0","220","2019","2025-07-31"
"2025-07","AU","0303592000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","꽁치[콜로라비스 사이라(Cololabis saira)]","0","0","779","8539","2025-07-31"
"2025-07","AU","0303599000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타","250","7440","2382","49749","2025-07-31"
"2025-07","AU","0303630000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","대구(가두스 모르화,가두스 오각,가두스 마크로세팔루스)","270","1264","820","4133","2025-07-31"
"2025-07","AU","0303640000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","민대구(메루키우스종,유르피키스종)","0","0","390","1572","2025-07-31"
"2025-07","AU","0303670000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","명태(냉동)(테라그라 찰코그라마)","2805","13830","7746","39384","2025-07-31"
"2025-07","AU","0303822000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","홍어(냉동)","25","665","215","8602","2025-07-31"
"2025-07","AU","0303892000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","갈치(냉동)","210","6655","1821","26161","2025-07-31"
"2025-07","AU","0303893010","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","옥돔(냉동)(브랜치오스테거스 자포니커스)","0","0","600","11780","2025-07-31"
"2025-07","AU","0303895010","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","조기(냉동)","0","0","254","2361","2025-07-31"
"2025-07","AU","0303895090","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","조기(냉동)","0","0","254","2280","2025-07-31"
"2025-07","AU","0303899050","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","볼낙(냉동)(적어를 포함한다)","60","3855","150","9330","2025-07-31"
"2025-07","AU","0303899060","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","아귀(냉동)","14980","108003","77048","490539","2025-07-31"
"2025-07","AU","0303899091","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","민어(냉동)","0","0","145","1984","2025-07-31"
"2025-07","AU","0303899099","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타어류(냉동)","30","1237","2375","32801","2025-07-31"
"2025-07","AU","0303912010","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","명란","0","0","605","6362","2025-07-31"
"2025-07","AU","0303912090","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타","383","2667","383","2667","2025-07-31"
"2025-07","AU","0304439000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","넙치류 기타(신선 또는 냉장)","0","0","1","54","2025-07-31"
"2025-07","AU","0304491000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","붕장어(신선 또는 냉장한 피레트)","0","0","358","10280","2025-07-31"
"2025-07","AU","0304499000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타(신선 또는 냉장한 피레트)","0","0","0","18","2025-07-31"
"2025-07","AU","0304710000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","대구(가두스 모르화,가두스 오각,가두스 마크로세팔루스)","0","0","45","675","2025-07-31"
"2025-07","AU","0304740000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","민대구(냉동한 피레트)(메루키우스종ㆍ유르피키스종)","0","0","105","1125","2025-07-31"
"2025-07","AU","0304750000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","명태(냉동한 피레트)(테라그라 찰코그라마)","0","0","555","4297","2025-07-31"
"2025-07","AU","0304831000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","가자미(냉동한 피레트)","696","4689","4174","45958","2025-07-31"
"2025-07","AU","0304839000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","넙치류 기타(냉동한 피레트)","0","0","142","6846","2025-07-31"
"2025-07","AU","0304840000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","황새치(냉동한 피레트)(자이피어스 글래디어스)","14","411","63","1516","2025-07-31"
"2025-07","AU","0304850000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","이빨고기(냉동한 피레트)(디소스티쿠스종)","0","0","60","2790","2025-07-31"
"2025-07","AU","0304871000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","참다랑어(냉동한 피레트)","260","11580","819","34775","2025-07-31"
"2025-07","AU","0304879000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","다랑어 기타(냉동한 피레트)","104","1901","134","2452","2025-07-31"
"2025-07","AU","0304891000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","붕장어의 것(냉동한 피레트)","0","0","556","17511","2025-07-31"
"2025-07","AU","0304895000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","고등어의것(냉동한 것)","1076","14000","4458","49553","2025-07-31"
"2025-07","AU","0304899000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","기타어류의 기타(냉동한 피레트)","1006","11255","12776","145947","2025-07-31"
"2025-07","AU","0304970000","E","수출","호주","아시아.태평양 경제협력체/경제협력개발기구/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍","가오리와 홍어(연육, 기타)(냉동)","60","2344","60","2344","2025-07-31"
